Employee_ID,Basic_Salary,HRA,Other_Allowances,Income_Tax,Employee_Provident_Fund,Professional_Tax,Bonuses,Overtime,Deductions,Medical_Allowance,Travel_Allowance,Leave_Encashment
387,73645,8911,8703,1687,2230,238,4683,1407,791,3841,1674,1
388,45876,14905,8815,1529,4099,275,7704,281,999,4603,2130,270
389,41295,19171,4041,6067,3729,107,8368,321,151,3696,2291,4516
390,23987,8389,9992,9080,4407,394,2971,1419,2271,1982,2471,3214
391,78871,14299,3141,6518,3635,334,9055,1301,503,4942,566,863
392,42399,18629,3635,3153,4699,262,5218,528,1573,4100,1679,2739
393,66214,17398,7499,7094,4140,148,2868,262,2091,3590,1334,2914
394,53986,13442,6000,7974,1865,401,2671,1642,2744,2042,705,106
395,40880,7430,3943,5774,3793,137,2728,579,503,2171,654,3168
396,24735,15246,6774,8692,4584,235,8632,1663,2977,4542,2214,4644
397,64064,5458,5361,4103,4238,409,7403,1316,842,3538,2032,2599
398,24555,18395,8583,3440,3911,318,7092,293,350,3330,2095,2235
399,61914,5207,9835,5135,4801,447,3142,1631,2070,1861,2545,2799
400,60818,5899,4980,8124,4856,395,7184,394,1659,2876,1990,1511
401,65525,16653,2006,6201,3415,133,7010,512,597,2835,1207,18
402,39830,16577,5267,1844,1250,451,1253,920,1066,2698,2434,858
403,37429,5021,8564,1446,3906,178,5102,809,2513,1112,678,1416
404,26893,13601,3591,4915,1855,335,4542,1203,39,4526,1571,3032
405,70845,5894,6928,4109,4757,482,3775,919,2350,2685,1595,4505
406,34373,5514,5264,2234,2193,372,8678,692,174,4401,612,1426
407,67333,12294,4606,7587,4829,260,7212,234,998,4326,1256,2531
408,23436,9904,5219,1226,4161,274,5637,951,1484,2622,1396,4719
409,28754,12867,7906,5143,1560,465,7034,1854,2668,2422,2426,4751
410,30677,18161,9836,8185,2469,407,9457,1360,1216,1861,658,4863
411,25895,9109,5273,6558,3341,473,7476,1031,2291,3657,1285,4038
412,39738,18258,9611,1186,1918,320,4148,1466,835,2932,2303,4113
413,50746,12179,2913,3535,2173,108,4359,1964,2327,1507,2339,2231
414,69377,15326,4011,2932,4203,388,2004,538,1059,2667,2798,2452
415,68404,16787,3442,3032,1432,212,5717,819,2604,1465,2042,2846
416,74045,16148,7546,2252,3106,304,4271,1681,897,3871,612,3202
417,52352,6560,5054,6509,1968,285,1209,1114,1563,4478,758,1816
418,59790,18612,7598,6074,1835,440,6539,1877,1046,3656,2654,1780
419,61919,6266,5546,2881,3246,296,1153,271,2766,2121,1074,4103
420,25600,15361,6221,1269,3262,365,4593,1857,931,1289,1881,704
421,49124,8638,8538,2630,1897,361,9606,1028,2138,3915,2306,1341
422,47643,13941,6912,5405,4632,347,2284,1617,2437,2762,1722,3462
423,60764,8427,4928,7139,1471,214,4148,1922,2597,4728,2974,3590
424,29007,9780,3829,2574,4815,220,1768,1242,2978,4227,2001,1159
425,65714,6927,2575,2695,1246,240,6607,1141,1251,3829,1358,4626
426,76835,16996,8468,4258,3429,164,4202,592,1225,3209,2096,3722
427,57410,16894,7511,4262,1990,375,3787,975,1373,3671,2061,3438
428,64080,7356,2929,2445,4310,412,3210,1605,1061,2866,2891,3560
429,60447,9790,5759,7263,1926,338,8399,114,2780,4768,2683,3082
430,28208,15527,5699,9411,4438,401,7338,262,499,1716,776,1715
431,76491,5306,3463,1052,2191,491,9733,1329,1722,4168,2512,2243
432,78587,12979,5275,6570,3607,109,1358,1677,2918,2400,2578,1760
433,38589,8665,9653,8579,2074,468,1849,1445,2564,1566,746,4007
434,63484,15181,6928,2666,2834,332,8498,206,2115,2473,910,1796
435,37453,12057,3054,7901,4681,294,5522,1646,1763,1993,2574,2675
436,56212,5661,9555,3785,4799,494,3544,302,2170,2140,572,3236
437,63525,9644,7744,1719,1688,111,2831,111,1708,4676,1620,43
438,67202,13503,3900,9597,3427,493,2472,1440,335,4876,1172,488
439,52635,7920,3457,7855,3521,276,1329,1578,1176,2987,1869,4276
440,53828,14274,8980,3294,4151,276,6851,1882,778,4787,1823,3148
441,38711,16163,9069,9263,3744,316,8032,1308,1185,4865,786,4723
442,23420,19025,3399,5482,4438,110,6266,1663,1933,4577,2408,956
443,51216,13946,5415,1698,2484,217,5354,184,1466,4260,711,2114
444,20301,17322,2442,8243,3958,263,7435,1764,2470,4547,900,1115
445,65236,17732,5650,6918,4610,138,8978,900,1561,4394,1154,1781
446,69758,11236,8218,1348,4523,152,5238,220,938,3643,997,2826
447,72322,11078,6652,6374,4535,317,7112,1887,803,2993,1851,650
448,20699,18518,9939,8869,1959,305,5722,1467,1935,4251,597,1876
449,74240,5352,9833,1307,1477,411,2388,1140,633,2809,2913,340
450,78483,14094,3178,4416,4051,459,5185,1093,1253,2204,962,2950
451,20190,18643,9597,5820,3973,484,9911,897,1082,1958,2575,3375
452,30492,17080,8133,4558,4491,155,4235,1093,2143,2716,772,2445
453,70132,12005,6458,5478,1706,217,5576,621,1285,2012,1650,2750
454,55743,19036,8591,7531,4285,487,2100,426,353,2818,2749,2144
455,26102,5158,3257,5620,4440,352,9864,643,1159,2310,2997,1354
456,70336,15169,5634,3985,3901,385,9708,567,1885,1474,1611,3276
457,72479,5956,3841,9112,2137,367,3532,442,1818,1617,518,448
458,39778,7071,4309,9467,4064,390,8770,600,966,1640,2116,4172
459,77471,13595,7946,3547,1753,432,4670,1160,2970,3309,1981,4991
460,46641,17803,8268,1336,3550,279,1781,503,2520,4594,2858,4644
461,54584,15971,2910,3979,2659,457,4523,130,2477,1161,911,797
462,52745,14579,6340,4968,3864,334,7131,217,2584,4558,1241,3496
463,75006,8453,6637,1910,1587,442,5782,687,1169,3003,2791,4910
464,43093,11675,6009,2996,2334,295,5995,170,1547,2982,1903,2182
465,20569,5955,8628,4129,2492,407,2501,1498,2134,3228,1014,3326
466,58210,11295,4169,6447,2847,179,4080,611,108,1724,706,645
467,54663,6712,4172,7129,3755,234,1502,991,1368,1468,1447,719
468,71885,9703,7668,6850,4934,121,4885,1152,1757,2809,2941,1522
469,56631,11563,8313,5204,4115,430,9009,56,993,1020,2328,1069
470,65681,14465,2123,8446,4486,324,1623,1204,1517,4346,2498,4743
471,27455,10631,9202,9519,4769,157,2050,245,1356,1259,2749,4887
472,24014,17003,5158,1314,4926,192,8385,143,821,4404,2667,4674
473,31093,15817,8789,2134,4317,291,7081,1074,936,3513,2172,3075
474,38070,15574,7827,5876,4155,202,6484,367,2696,2139,2330,3807
475,55777,14633,2785,9102,1206,495,4772,1482,190,2436,2936,3361
476,76958,16171,8139,9347,3198,106,4916,217,1996,1536,2060,2156
477,36538,14989,8344,6592,3715,227,5018,615,932,1951,2347,4555
478,30729,17582,4416,2724,3575,154,2329,1918,141,4916,2781,2313
479,54177,17201,2796,4343,1164,330,5114,1590,1892,3813,2156,3505
480,65017,18042,6172,1886,3964,461,4367,1280,2887,4006,1101,4139
481,20784,6394,6154,1721,2998,161,9095,1881,2215,4994,1843,632
482,47751,17473,8574,8678,4216,339,6141,1179,565,2979,1211,2199
483,60864,14461,8781,4357,4057,189,4951,1588,1282,4794,1481,3063
484,60328,9732,7619,1870,3084,331,6084,441,1462,2840,1703,2910
485,32533,18579,3936,7751,1332,332,2573,840,1134,2856,1891,622
486,60111,8714,4156,1497,1402,453,3634,955,743,3981,2623,360
487,59974,5529,5807,2756,1413,432,3768,698,672,1850,1329,2367
488,74748,16815,9151,2117,1044,474,6302,875,2911,2971,1049,209
489,25801,19356,3301,3828,4473,391,7250,1685,2886,2280,1145,3467
490,39190,7958,6163,2647,3253,444,2211,775,530,2191,1744,930
491,69689,12904,5140,7992,1061,251,9967,761,1313,4920,1345,4584
492,58754,16106,5236,7771,3467,244,6955,944,561,1532,2600,3943
493,70993,18081,9656,1142,1867,229,2160,1833,1533,4669,949,4696
494,49592,8591,4352,3761,2491,240,6977,922,2222,3062,2609,4869
495,30647,15339,3932,4435,3867,192,8041,934,301,3097,543,877
496,28716,11895,4721,7622,1018,213,3383,1746,184,4046,2081,4795
497,43355,17765,2364,8069,1364,383,6876,24,509,1303,1158,2499
498,42009,18910,6916,5512,4371,242,4540,805,2866,4558,1227,2523
499,72102,16561,7498,2848,4078,322,5635,1876,1333,1415,2594,4351
500,44376,14131,4390,3696,4832,331,2095,1687,1369,1304,1547,391
501,65091,5525,2946,2717,3475,132,6901,1559,2203,3243,2180,3902
502,24780,11477,9042,4072,2140,375,9215,763,2834,4947,2636,2321
503,22368,5001,7673,3786,1579,269,2079,1083,794,1812,1697,4940
504,32039,5374,3377,4791,4578,239,9370,1490,2479,3847,1642,3981
505,26655,15532,3439,4871,1545,456,3847,433,1523,3435,2191,138
506,60941,17197,5180,2806,2729,300,2960,878,760,3804,2725,102
507,24495,16244,9730,2504,3372,122,2473,1089,2194,2984,2355,483
508,30893,9648,6857,4308,1054,323,5888,909,2528,4936,2447,4319
509,45547,7365,9664,8117,1777,467,5979,564,434,3502,1865,4073
510,42386,6525,2340,6048,4039,369,2212,1951,1542,1712,937,1848
511,75766,19139,4989,9263,1041,446,6697,105,2038,3752,1951,1884
512,78510,17668,2382,2690,2320,252,1419,95,1706,3895,925,3205
513,33403,6646,7099,4303,1230,432,4659,1711,68,2681,1467,2161
514,52097,5013,3556,4113,1452,184,6283,1574,1629,2333,1904,1464
515,33121,9599,2299,8850,4961,208,2340,167,1904,4198,985,643
516,75071,7278,2138,7416,3441,130,6137,41,2922,1174,2255,3436
517,30966,19296,2358,2504,2545,328,6189,1902,2233,4205,2079,4553
518,79326,8155,6931,9924,2381,339,2361,103,2951,2089,2396,610
519,53621,13321,3522,4924,2467,477,1591,1868,2729,2416,550,4302
520,73298,8814,5456,9615,2151,462,1526,1227,2251,2987,2856,1543
521,48312,18125,3627,5485,3738,409,8855,519,553,4436,1557,3539
522,72921,8216,8078,9100,4476,488,2292,1998,2060,3326,2159,1466
523,69726,16130,3303,9684,3439,240,2654,281,2713,1757,2112,916
524,70300,17120,9804,1191,2216,255,1187,1931,1297,3410,2427,1181
525,42677,15232,8626,9690,3651,398,3758,1066,2098,2772,704,2146
526,75609,13219,7004,5917,1880,444,9720,946,499,1170,1593,2272
527,51289,7113,3134,6831,4814,470,9625,1133,2416,2074,1032,851
528,76661,14444,9009,5322,4149,198,7431,1233,2771,2351,2655,4536
529,51024,9356,4186,7999,1084,146,7037,748,2404,4942,1764,719
530,62675,15238,7091,8282,2053,426,9494,1891,2894,1664,750,4680
531,24777,18760,8578,2874,4796,166,5182,830,1529,1591,634,2014
532,73006,10543,8652,5763,1048,161,7973,48,2303,3978,2114,3472
533,49749,9555,8416,9464,4848,208,1437,114,1511,2168,906,3642
534,35338,17215,5170,2051,2168,266,1832,1178,278,3321,601,3870
535,22491,17588,5835,8538,1068,136,9988,1672,1082,4226,1884,63
536,47236,12062,4151,8411,4129,218,9751,502,445,4982,2051,4863
537,68096,8374,3237,7320,3744,185,9953,1702,2160,3555,2131,559
538,34599,11430,7880,3105,4645,481,6794,1856,835,4920,1816,1733
539,39508,8466,5735,1307,3526,491,4574,1734,754,3410,903,669
540,74843,8081,8905,8737,3867,151,4785,985,1845,2348,1313,3894
541,23051,16970,4834,4359,4516,190,6220,70,1592,1847,2129,1542
542,68747,5629,6260,4176,4367,388,8750,1011,1512,3702,1526,1271
543,69156,5269,2998,2251,2701,436,7818,1542,1430,3345,1520,2415
544,41606,15831,4567,6366,4242,397,1684,1735,2414,1493,2724,2791
545,41699,15185,3307,2517,2598,303,5233,1359,1083,1545,1780,4713
546,74021,10724,8660,7226,3194,467,1577,66,2376,3351,2945,3054
547,20876,10897,2656,6305,4555,337,9007,1516,2775,2490,2019,2458
548,78335,16083,4660,6869,4377,481,1227,1673,1590,1903,719,3065
549,76179,18149,4211,9039,4744,254,3328,1777,1908,3286,2504,1163
550,52093,8432,3909,5891,4724,339,3731,966,2767,3697,672,4559
551,24142,14472,5730,5992,2869,235,1430,1236,2231,4837,1913,2749
552,35202,11276,4046,2961,2015,461,2709,180,1022,2540,1001,1948
553,59734,10895,8207,3863,3656,480,6782,1789,2358,1883,2312,59
554,27079,18994,5162,7603,1445,468,2234,612,1561,4247,2678,3102
555,27987,12115,3140,5567,3268,163,9493,1886,176,4956,1297,332
556,59567,11656,7985,7513,4626,222,6205,1622,846,3457,1429,4171
557,48940,15552,2266,5005,4875,353,2420,696,1248,3773,1222,189
558,57233,5575,3845,1183,2401,213,1768,602,1600,4435,2762,3560
559,37019,12029,3708,8755,4691,119,7034,247,1604,4094,1833,295
560,66185,11099,5630,4358,4337,115,9635,1237,1975,3365,1774,2548
561,38077,14499,5211,7615,3142,244,4104,358,2056,3572,987,176
562,46258,8192,4293,7797,1261,307,5355,248,235,1904,2457,799
563,41136,8178,5732,9728,2848,118,4305,637,709,4824,1717,805
564,28311,11052,5829,8678,1896,475,2538,1946,2971,4347,1964,1742
565,37214,7734,8538,6698,2094,491,2331,949,2732,4071,812,214
566,34098,11116,3510,2273,3266,265,9168,1904,793,4675,578,1879
567,48251,15404,2475,7653,2556,137,7939,1539,2855,1619,2727,2700
568,57945,15544,9684,2096,1091,280,9261,1111,1934,1952,1174,596
569,67030,8568,2976,9002,1126,448,6558,662,1669,4300,2237,1717
570,45945,14847,3207,5247,1079,204,6944,175,26,4735,513,1355
571,45316,14771,7139,6314,2847,199,8126,722,2597,4179,2793,4223
572,52217,19135,3960,4354,4309,189,1480,425,1226,3848,2545,1292
573,28308,7203,2557,1270,1982,399,6263,1794,84,3963,1537,2598
574,25949,6390,7113,2186,4443,431,5094,1626,1855,4247,2646,3437
575,71990,6742,9691,7305,1915,178,7167,770,2513,1319,532,4714
576,21150,6925,7701,3398,3533,172,3793,1947,1122,4357,1959,141
577,43944,5619,9696,7995,1693,275,3892,702,1213,1875,756,3216
578,54699,6274,2882,8299,1024,495,2198,80,11,3376,533,2839
579,29204,5956,4194,5182,1155,195,9011,926,1012,2900,2566,4340
580,70816,6939,6761,3230,4588,444,3372,137,1748,1752,1783,3513
581,21081,8953,9471,7511,3679,202,2892,1456,1876,3704,2349,2750
582,49305,15573,4667,1128,2812,323,6790,469,2619,2379,2684,1714
583,36896,5968,7867,4672,2553,105,2883,349,1317,2037,858,1135
584,66175,19846,8963,5765,2966,221,6467,1149,1383,4346,1253,3721
585,27805,14508,6959,4970,2733,335,1797,1904,1678,1070,2102,1909
586,25237,14235,6677,8545,2080,215,9209,1940,2961,3874,903,2247
587,69711,5281,9166,6552,2628,262,9235,1891,179,4266,1725,4516
588,40056,16036,6790,1627,1018,325,1154,1332,796,3912,1899,4102
589,65543,11262,9929,7589,2407,329,5962,1878,1467,2835,2797,1548
590,76556,6058,7347,3044,4936,281,5080,1253,2024,3975,2993,2639
591,69012,9293,9269,3341,2216,348,9050,1483,2488,4950,777,4766
592,65952,15724,3610,6884,3284,417,6947,1368,886,2546,611,4511
593,23343,17020,5488,9185,2410,309,5320,309,2468,1105,2486,2831
594,33500,10178,7335,1249,4497,243,2892,1976,1189,1769,891,1006
595,73222,11980,4454,3925,1276,491,4424,1043,1675,3009,1468,3221
596,49375,18472,6494,6043,4298,444,3015,1904,1519,3940,2690,3062
597,29662,14200,3946,1974,1744,195,7673,1584,2515,3243,1555,4523
598,36964,6229,6810,8192,1551,481,7032,1001,2760,3192,2728,3052
599,67893,14227,6799,3672,4394,445,5833,1670,2432,4803,768,4429
600,76156,9585,4808,8279,2176,343,1565,1564,2361,2373,2529,2319
601,79638,13467,8642,8531,1638,185,8412,1583,770,4495,774,3539
602,28130,7740,5825,9662,1236,493,3018,1500,1278,3518,1242,2366
603,39531,7289,5536,2987,1997,283,3314,268,958,2709,585,526
604,73401,6239,7810,1090,3102,220,5412,1026,916,1215,903,2807
605,21679,10370,8068,9721,3003,431,4883,769,2070,2116,2739,1195
606,23506,5125,9117,5059,2459,191,9216,15,1781,1259,2545,1753
607,33284,17257,5802,3773,3731,169,7739,605,338,1933,1554,1672
608,27253,17504,6177,9383,3156,232,8902,1381,1516,1574,2654,2028
609,39128,12473,6699,8409,4937,378,2189,1669,2870,2564,2394,1654
610,47932,17060,3970,5440,2207,236,8156,812,2413,2810,775,4549
611,29435,14400,7806,8347,2391,413,8342,1862,1395,4930,1150,4841
612,74340,10342,8142,2008,3006,286,7884,1156,914,1284,2121,4041
613,64078,12351,5822,4783,2221,320,4157,1335,1853,3531,1605,847
614,33296,11638,4819,7646,2394,145,6520,1990,474,2954,2413,867
615,71293,11570,2902,5298,1372,377,2741,481,1446,3419,1085,773
616,50445,8249,2364,5668,4020,291,4688,894,1379,1069,628,542
617,33245,14110,6258,5287,2520,107,8485,1567,1483,1378,755,4417
618,49124,12595,5119,3052,4670,478,6369,1328,2074,2302,730,785
619,49899,18605,4558,7009,3248,375,6644,268,2989,4814,1660,3305
620,63919,17115,9496,2716,1848,278,5023,413,2849,3349,2902,4635
621,63225,11294,3863,1310,3556,433,1716,24,800,1254,2147,2883
622,75769,11527,2115,5538,2345,138,4967,315,2907,2707,2693,448
623,55247,10757,9084,2260,3322,392,8423,570,1246,3991,2547,3310
624,75636,17595,4384,4932,3258,277,7450,724,863,1691,759,4585
625,49222,18647,6976,1584,1503,261,4215,1691,2737,2287,2634,1905
626,46211,6969,8880,8616,4974,430,8825,1007,1171,4766,1342,4559
627,76573,15985,5935,9551,4189,473,1390,1849,738,1833,2471,4409
628,79101,5891,6935,3866,1702,203,4037,1299,1374,3764,764,3251
629,57220,9470,8290,6898,4625,260,1232,1953,2462,3471,891,384
630,46646,12175,9742,3011,3089,386,4131,388,981,4832,2779,294
631,58649,15225,9973,7251,1314,222,8634,721,2476,3260,1400,1238
632,43049,14556,7442,5939,3835,153,1233,443,2088,4742,1087,4857
633,34069,13320,4490,5006,3376,133,2391,998,2952,3035,2994,2816
634,52580,14206,8980,2625,2040,341,1889,1450,1011,2967,1652,1098
635,51843,14991,7132,1890,1282,477,8902,1080,2750,1099,1794,1737
636,22849,11812,2942,7078,3990,212,1745,696,2126,2852,965,2189
637,60158,12519,9661,8036,1257,417,1427,970,716,4183,1693,2765
638,43289,18669,3724,9923,1574,122,1731,1589,1807,3355,2675,1222
639,64690,9612,4334,4961,1573,145,1799,720,2591,3725,2472,3242
640,55257,14710,4767,3504,3659,411,7507,367,1473,3522,1549,3899
641,29823,17373,3137,9806,2042,234,8025,1964,2521,2571,987,4323
642,61975,6198,4527,4806,2552,217,8624,341,1165,1111,1449,410
643,29540,17065,6117,7100,3884,288,9326,1828,2341,4158,905,2999
644,36364,19646,5420,2719,1422,230,6383,1875,609,1182,1549,2945
645,24611,10238,7845,7686,2489,311,7207,303,2183,3644,1606,4786
646,47663,15666,6778,2587,2396,212,3538,763,2531,4852,863,877
647,71991,11089,5906,8000,1757,143,4718,1397,1812,1164,1890,786
648,77679,16677,5637,1896,3810,227,9232,1973,1335,3862,1583,2109
649,58646,11257,4953,6558,2104,463,4367,815,2861,3137,1050,1986
650,50977,17241,7929,9469,2574,257,6008,111,554,3023,2158,878
651,49168,12705,4367,5647,4619,372,6229,877,1655,1454,791,1607
652,69115,8719,6221,3432,3471,414,8388,1029,1755,3285,2460,2403
653,45471,5302,2276,4904,1428,493,3415,929,45,3022,2317,70
654,42687,17144,3999,7837,4459,454,8171,702,1259,3581,690,2310
655,20851,17875,3227,2449,3021,439,3949,845,1071,4750,960,4401
656,38071,5986,8337,5500,4992,144,5261,943,2245,1726,2419,3295
657,79275,15055,5752,6454,4780,207,6145,278,2131,3105,2780,761
658,26833,9440,5735,5117,4741,318,4466,381,542,1541,770,4683
659,31938,9909,9714,9869,1203,417,4088,1875,1451,2937,1657,2121
660,55195,19275,2695,3028,3243,414,2115,12,2118,2021,670,3582
661,46144,8072,3309,7845,3775,276,5578,302,2567,3665,1938,4197
662,24000,18598,6152,4758,3332,327,3590,1579,1992,3449,527,1629
663,25052,19287,9901,6904,2992,290,8372,1640,2945,4053,635,4288
664,55506,18965,9470,5624,3243,259,4573,159,912,1841,2952,1085
665,48074,8124,5234,9848,1306,493,3978,153,1068,2702,1387,2457
666,74884,14519,6114,1165,2687,366,8313,753,2340,4933,2028,4395
667,58155,18380,9537,5591,1013,457,8022,180,2985,2689,1764,3266
668,60770,15600,4311,1589,2860,425,5975,1549,811,3886,1355,453
669,52320,16865,4841,5524,4217,478,5925,1203,1488,1518,2991,2621
670,58304,13125,6208,3821,2961,289,9047,376,1908,1196,2981,618
671,66247,8291,5559,7509,2080,274,9090,1827,1573,4904,1751,636
672,23913,9033,5398,8693,1722,389,9051,775,866,3093,1008,2348
673,37450,10105,2541,1071,1779,456,6292,1191,2427,3577,1826,4874
674,44107,5703,4694,4580,2233,244,7645,1237,1766,2420,2581,3036
675,40764,13133,6674,8962,1528,331,6403,1173,2309,2688,1525,2249
676,63404,5574,3088,1268,1797,459,4430,15,579,1999,861,2721
677,40491,10704,5363,3462,1343,303,2995,1114,2404,3823,1718,2349
678,58494,16424,2024,2015,4786,312,7030,1143,1442,3121,1105,4432
679,23373,12848,3572,8984,4682,139,4891,1979,697,4487,2363,1994
680,32161,10208,8144,1406,2302,374,8145,252,1976,4728,1831,2820
681,51996,17975,4958,8384,1208,422,9498,1083,2490,2637,2170,1071
682,47122,11924,7668,7049,1640,181,3102,1289,725,3382,1215,2031
683,78097,15824,6236,7169,4406,280,4030,1432,285,2870,2797,1249
684,54850,8828,3767,8982,2311,419,9524,30,1891,1632,2694,1295
685,47350,19924,6743,1985,3299,182,9107,1044,569,3735,847,3556
686,47472,8230,4235,5485,4336,402,1242,730,2887,1574,1777,327
687,48761,5488,9295,9901,3318,361,2884,1616,1964,3343,898,796
688,45351,12114,2200,3618,2947,371,9015,288,1513,2107,1857,2861
689,43132,14539,5198,7289,1919,299,7747,1566,497,2038,1699,4760
690,69049,16873,2256,7928,2723,339,9494,497,1917,2890,2672,2793
691,35305,8173,5747,6368,3044,279,5330,1769,704,4205,2945,3094
692,29817,17781,6642,5621,1418,270,8863,1497,1356,1477,2678,2977
693,31261,6667,4241,8566,2749,394,4109,1428,561,3680,2085,962
694,20417,14829,8846,5670,3842,276,3186,547,1998,3366,1321,1268
695,77458,9114,5175,8658,4282,468,2550,960,31,4463,1401,372
696,61576,8553,5606,2003,2388,495,1646,131,42,3526,1444,4380
697,40358,12761,5336,8504,2099,336,7144,1347,1916,4711,2369,2568
698,23267,19732,6897,3466,4731,237,5656,857,1374,3415,833,4902
699,37209,6000,7037,2939,4392,426,9904,1155,1845,1366,1543,4742
700,44052,14042,9551,2635,3772,465,1537,520,558,4359,2752,3693
701,58513,6388,9427,9095,3480,410,7572,29,2317,2836,854,1604
702,46092,10450,2413,7265,3156,228,1234,626,1436,3425,1696,95
703,31338,8712,4014,2895,3688,148,7539,1324,942,2715,1712,4369
704,20412,6367,3381,7524,2545,263,2374,3,1598,3510,1323,3941
705,27543,13189,3098,2073,2070,376,2909,1348,1370,2617,1525,1200
706,60355,14013,5426,6184,3426,392,8218,508,1928,1012,2396,3944
707,53496,5454,5655,3402,2850,215,1080,1260,1636,1535,667,4879
708,43548,14816,9938,5895,2119,123,3083,1558,2084,4239,2915,131
709,47384,7772,2909,8331,1957,410,2690,15,91,3317,1035,3115
710,78019,8726,2187,2956,1102,124,1756,1557,1843,4141,2448,1390
711,64425,12232,6044,8023,3939,490,3670,996,184,4389,2119,1149
712,58756,16339,5756,4907,3901,226,4751,1607,727,1375,1449,3510
713,38888,17281,4015,1807,2169,333,9659,1839,1051,4160,706,3647
714,55735,9806,7409,9378,2903,308,6261,1469,1571,2724,1043,807
715,67295,7190,4092,5827,4999,192,7852,1526,2419,1256,628,4839
716,71938,14108,5644,5524,4098,193,2494,955,831,3264,1970,50
717,68816,17178,4130,3284,2755,426,6740,1253,344,1449,2582,3208
718,37506,7875,7242,6313,3577,324,9055,1130,1442,1893,2746,55
719,40463,19940,2357,1757,1678,477,1901,1743,1219,4615,2336,3664
720,37955,10592,7647,5887,2968,379,1672,1412,2125,4212,576,743
721,57841,6440,7185,4854,1988,110,9630,1743,166,2184,868,4538
722,25104,17592,9079,4558,2105,428,1444,262,263,3079,1025,2876
723,54911,13927,7776,1961,3475,111,9655,1586,1495,2847,848,79
724,79031,16760,4422,4847,2607,134,3198,1088,1231,4223,1005,4472
725,43190,19626,6257,7726,3869,327,3287,264,2771,4930,1142,3940
726,27357,11059,9913,4575,2502,319,5008,1361,1286,2283,737,2966
727,52479,19437,9547,3418,2789,240,1496,1324,1529,4799,1803,3728
728,64811,19297,9823,5198,2185,122,2463,377,1808,4350,2100,4536
729,56208,16530,9525,2001,4910,182,7828,1198,2559,2308,1955,125
730,40150,12010,9355,6244,1931,328,5253,962,1877,1609,2685,218
731,25644,16207,8465,8119,2425,443,1493,1175,1749,1916,2173,947
732,63286,12117,6545,5066,4579,179,6065,475,1909,3589,2346,4373
733,67320,16081,3497,3845,2061,452,6430,1289,2623,2625,2354,594
734,22914,14153,7132,9849,2978,495,2426,328,2769,1147,854,140
735,41352,7989,8327,6316,3558,389,2793,1996,1335,1655,1058,2893
736,75069,17040,4158,1422,3440,430,3723,1839,1197,3114,2417,3055
737,66352,14218,8046,7715,3042,258,1658,1186,2478,4940,1754,1630
738,64912,11228,4555,5266,3760,227,5761,437,767,3617,2181,876
739,34397,17057,7409,8549,3541,289,8630,1366,2510,2816,1669,4205
740,61555,11471,4342,7316,4271,496,9741,1390,100,2302,1675,2660
741,66959,7863,9618,3710,2278,130,9834,1488,1732,3795,2314,3390
742,20728,18761,4951,9644,2202,485,5350,1773,1919,1442,2687,4891
743,70517,15693,3238,9069,3594,458,1207,1222,2291,3944,1162,2029
744,73644,15139,2973,2657,1593,114,5190,1523,1371,4936,520,4824
745,20698,19964,6727,3541,3436,412,2883,15,104,1398,2611,2552
746,59954,6177,5965,7763,2421,174,3886,1844,693,2151,1741,3611
747,67280,9760,7686,4075,4803,133,1477,1319,1690,4408,661,1040
748,33923,5011,3050,4164,3205,458,9953,867,1310,3529,629,314
749,36779,10252,5701,3053,2027,295,9381,510,1070,4792,2450,3459
750,27400,9399,4780,9479,3214,430,7854,1811,1066,3995,724,4172
751,44466,16556,9398,6737,4539,128,1755,983,817,3233,2281,3025
752,56939,16214,3588,4217,1959,293,5931,1262,2268,3216,1079,2946
753,24360,16563,5878,2447,3456,115,6724,580,1536,2707,1977,3236
754,55270,19051,4368,7009,4483,176,5150,1324,2191,4331,606,3680
755,79163,16022,9056,1607,4275,392,5060,5,889,4788,1339,4807
756,37101,13234,9400,5552,3241,180,5765,1243,1877,2987,1664,3106
757,71934,14135,7789,2764,3282,223,4612,1018,1873,2670,1657,1537
758,52307,15582,2436,3671,3765,118,7553,1789,789,2581,2746,3872
759,74098,10445,4828,7519,2173,201,8378,1476,552,1506,1166,1867
760,25486,15737,3556,4962,4230,491,2689,1456,843,3568,2626,4949
761,28335,15603,9570,4177,4350,176,2316,806,658,4542,2471,1161
762,41364,18178,7172,4722,1815,328,8130,1893,2884,1160,1011,3920
763,76418,11570,5858,5906,1403,396,4186,1409,1018,4360,749,3882
764,57259,14196,9480,8263,1892,302,6789,618,1953,1339,1388,2756
765,43576,13212,3304,6054,3725,160,2145,1318,1190,4971,1523,1912
766,51667,5406,8869,1808,4382,125,5394,1141,750,4904,1098,264
767,31130,19954,8174,1725,1067,170,8942,404,2296,4573,1252,4428
768,41972,14206,4384,8701,4534,202,8548,1703,774,4177,1099,4915
769,60419,9431,2182,2216,1087,425,1560,996,2811,2825,2719,1302
770,72788,15030,9190,5051,3264,462,2912,1786,1380,2498,2564,1194
771,21167,16380,8687,3197,3048,256,2864,593,691,4924,2258,1526
772,47192,10243,7565,3806,2158,462,1296,565,2867,2623,1817,3604
773,21062,11542,9241,9970,2720,458,3409,751,718,2486,2941,4394
774,38540,11936,9177,1972,2374,293,8630,1901,233,2506,2345,2248
